OBJECTID,DISTRICT,COUNTY,PWSID,SYSNAME,SYS_STATUS,FAC_ID,WTP_ID,WTPNAME,SAMP_PT_ID,SAMP_TYPE,SAMP_LAB_ID,SAMP_DATE,ANALYTE_CD,ANALYTE,LESSTHANDETECT,SAMPLE_RESULT,UNIT,ACTIONLEVEL
12973979,NEDO,PORTAGE,OH6700412   ,BLACKBROOK VALLEY ESTATES,A,6757279,6504,BLACKBROOK VALLEY ESTATES,GWR001      ,RT,EEA4722865,2020/09/10,2806,PERFLUOROCTANOIC ACID (PFOA),Y,< 5,,70 ppt
12973980,NEDO,PORTAGE,OH6700412   ,BLACKBROOK VALLEY ESTATES,A,6757279,6504,BLACKBROOK VALLEY ESTATES,GWR001      ,RT,EEA4722865,2020/09/10,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),Y,< 5,,70 ppt
12973981,NEDO,PORTAGE,OH6700412   ,BLACKBROOK VALLEY ESTATES,A,6757279,6504,BLACKBROOK VALLEY ESTATES,GWR001      ,RT,EEA4722865,2020/09/10,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 5,,21 ppt
12973982,NEDO,PORTAGE,OH6700412   ,BLACKBROOK VALLEY ESTATES,A,6757279,6504,BLACKBROOK VALLEY ESTATES,GWR001      ,RT,EEA4722865,2020/09/10,2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS),Y,< 5,,140 ppt
12973983,NEDO,PORTAGE,OH6700412   ,BLACKBROOK VALLEY ESTATES,A,6757279,6504,BLACKBROOK VALLEY ESTATES,GWR001      ,RT,EEA4722865,2020/09/10,2801,PERFLUOROBUTANESULFONIC ACID (PFBS),Y,< 5,,"2,100 ppt"
12973984,NEDO,PORTAGE,OH6703912   ,SPRING LAKES MOBILE HOME PARK,A,6757308,6537,SPRING LAKES LTD,EP001       ,RT,EEA4722891,2020/09/10,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 25,,21 ppt
12973985,NEDO,PORTAGE,OH6703912   ,SPRING LAKES MOBILE HOME PARK,A,6757308,6537,SPRING LAKES LTD,EP001       ,RT,EEA4722891,2020/09/10,2806,PERFLUOROCTANOIC ACID (PFOA),Y,< 5,,70 ppt
12973986,NEDO,PORTAGE,OH6703912   ,SPRING LAKES MOBILE HOME PARK,A,6757308,6537,SPRING LAKES LTD,EP001       ,RT,EEA4722891,2020/09/10,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),Y,< 5,,70 ppt
12973987,NEDO,PORTAGE,OH6703912   ,SPRING LAKES MOBILE HOME PARK,A,6757308,6537,SPRING LAKES LTD,EP001       ,RT,EEA4722891,2020/09/10,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 5,,21 ppt
12973988,NEDO,PORTAGE,OH6703912   ,SPRING LAKES MOBILE HOME PARK,A,6757308,6537,SPRING LAKES LTD,EP001       ,RT,EEA4722891,2020/09/10,2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS),Y,< 5,,140 ppt
12973989,NEDO,PORTAGE,OH6703912   ,SPRING LAKES MOBILE HOME PARK,A,6757308,6537,SPRING LAKES LTD,EP001       ,RT,EEA4722891,2020/09/10,2801,PERFLUOROBUTANESULFONIC ACID (PFBS),Y,< 5,,"2,100 ppt"
12973990,NEDO,PORTAGE,OH6703912   ,SPRING LAKES MOBILE HOME PARK,A,6757308,6537,SPRING LAKES LTD,GWR001      ,RT,EEA4722892,2020/09/10,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 25,,21 ppt
12973991,NEDO,PORTAGE,OH6703912   ,SPRING LAKES MOBILE HOME PARK,A,6757308,6537,SPRING LAKES LTD,GWR001      ,RT,EEA4722892,2020/09/10,2806,PERFLUOROCTANOIC ACID (PFOA),Y,< 5,,70 ppt
12973992,NEDO,PORTAGE,OH6703912   ,SPRING LAKES MOBILE HOME PARK,A,6757308,6537,SPRING LAKES LTD,GWR001      ,RT,EEA4722892,2020/09/10,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),Y,< 5,,70 ppt
12973993,NEDO,PORTAGE,OH6703912   ,SPRING LAKES MOBILE HOME PARK,A,6757308,6537,SPRING LAKES LTD,GWR001      ,RT,EEA4722892,2020/09/10,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 5,,21 ppt
12973994,NEDO,PORTAGE,OH6703912   ,SPRING LAKES MOBILE HOME PARK,A,6757308,6537,SPRING LAKES LTD,GWR001      ,RT,EEA4722892,2020/09/10,2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS),Y,< 5,,140 ppt
12973995,NEDO,PORTAGE,OH6703912   ,SPRING LAKES MOBILE HOME PARK,A,6757308,6537,SPRING LAKES LTD,GWR001      ,RT,EEA4722892,2020/09/10,2801,PERFLUOROBUTANESULFONIC ACID (PFBS),Y,< 5,,"2,100 ppt"
12973996,NEDO,PORTAGE,OH6703312   ,ROBIN PARK MOBILE HOMES,A,6757303,6531,ROBIN MHPS INC,EP001       ,RT,EEA4722898,2020/09/10,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 25,,21 ppt
12973997,NEDO,PORTAGE,OH6703312   ,ROBIN PARK MOBILE HOMES,A,6757303,6531,ROBIN MHPS INC,EP001       ,RT,EEA4722898,2020/09/10,2806,PERFLUOROCTANOIC ACID (PFOA),Y,< 5,,70 ppt
12973998,NEDO,PORTAGE,OH6703312   ,ROBIN PARK MOBILE HOMES,A,6757303,6531,ROBIN MHPS INC,EP001       ,RT,EEA4722898,2020/09/10,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),Y,< 5,,70 ppt
12973999,NEDO,PORTAGE,OH6703312   ,ROBIN PARK MOBILE HOMES,A,6757303,6531,ROBIN MHPS INC,EP001       ,RT,EEA4722898,2020/09/10,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 5,,21 ppt
12974000,NEDO,PORTAGE,OH6703312   ,ROBIN PARK MOBILE HOMES,A,6757303,6531,ROBIN MHPS INC,EP001       ,RT,EEA4722898,2020/09/10,2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS),Y,< 5,,140 ppt
12974001,NEDO,PORTAGE,OH6703312   ,ROBIN PARK MOBILE HOMES,A,6757303,6531,ROBIN MHPS INC,EP001       ,RT,EEA4722898,2020/09/10,2801,PERFLUOROBUTANESULFONIC ACID (PFBS),Y,< 5,,"2,100 ppt"
12974002,NEDO,PORTAGE,OH6704012   ,TOWNHOMES AT WOODLAND POINTE,A,6757309,6538,STONERIDGE TOWNHOUSES,EP001       ,RT,EEA4722905,2020/09/10,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 25,,21 ppt
12974003,NEDO,PORTAGE,OH6704012   ,TOWNHOMES AT WOODLAND POINTE,A,6757309,6538,STONERIDGE TOWNHOUSES,EP001       ,RT,EEA4722905,2020/09/10,2806,PERFLUOROCTANOIC ACID (PFOA),Y,< 5,,70 ppt
12974004,NEDO,PORTAGE,OH6704012   ,TOWNHOMES AT WOODLAND POINTE,A,6757309,6538,STONERIDGE TOWNHOUSES,EP001       ,RT,EEA4722905,2020/09/10,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),Y,< 5,,70 ppt
12974005,NEDO,PORTAGE,OH6704012   ,TOWNHOMES AT WOODLAND POINTE,A,6757309,6538,STONERIDGE TOWNHOUSES,EP001       ,RT,EEA4722905,2020/09/10,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 5,,21 ppt
12974006,NEDO,PORTAGE,OH6704012   ,TOWNHOMES AT WOODLAND POINTE,A,6757309,6538,STONERIDGE TOWNHOUSES,EP001       ,RT,EEA4722905,2020/09/10,2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS),Y,< 5,,140 ppt
12974007,NEDO,PORTAGE,OH6704012   ,TOWNHOMES AT WOODLAND POINTE,A,6757309,6538,STONERIDGE TOWNHOUSES,EP001       ,RT,EEA4722905,2020/09/10,2801,PERFLUOROBUTANESULFONIC ACID (PFBS),Y,< 5,,"2,100 ppt"
12974008,NEDO,PORTAGE,OH6753512   ,SOUTHEAST HIGH SCHOOL,A,6757401,6634,SOUTHEAST HIGH SCHOOL,EP001       ,RT,PFL-35532430002,2020/02/20,2806,PERFLUOROCTANOIC ACID (PFOA),Y,< 4.6,,70 ppt
12974009,NEDO,PORTAGE,OH6753512   ,SOUTHEAST HIGH SCHOOL,A,6757401,6634,SOUTHEAST HIGH SCHOOL,EP001       ,RT,PFL-35532430002,2020/02/20,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),Y,< 4.6,,70 ppt
12974010,NEDO,PORTAGE,OH6753512   ,SOUTHEAST HIGH SCHOOL,A,6757401,6634,SOUTHEAST HIGH SCHOOL,EP001       ,RT,PFL-35532430002,2020/02/20,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 4.6,,21 ppt
12974011,NEDO,PORTAGE,OH6753512   ,SOUTHEAST HIGH SCHOOL,A,6757401,6634,SOUTHEAST HIGH SCHOOL,EP001       ,RT,PFL-35532430002,2020/02/20,2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS),Y,< 4.6,,140 ppt
12974012,NEDO,PORTAGE,OH6753512   ,SOUTHEAST HIGH SCHOOL,A,6757401,6634,SOUTHEAST HIGH SCHOOL,EP001       ,RT,PFL-35532430002,2020/02/20,2801,PERFLUOROBUTANESULFONIC ACID (PFBS),Y,< 4.6,,"2,100 ppt"
12974013,NEDO,PORTAGE,OH6753512   ,SOUTHEAST HIGH SCHOOL,A,6757401,6634,SOUTHEAST HIGH SCHOOL,EP001       ,RT,PFL-35532430002,2020/02/20,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 23,,21 ppt
12974014,NEDO,PORTAGE,OH6753512   ,SOUTHEAST HIGH SCHOOL,A,6757401,6634,SOUTHEAST HIGH SCHOOL,GWR001      ,RT,PFL-35532430003,2020/02/20,2806,PERFLUOROCTANOIC ACID (PFOA),Y,< 4.7,,70 ppt
12974015,NEDO,PORTAGE,OH6753512   ,SOUTHEAST HIGH SCHOOL,A,6757401,6634,SOUTHEAST HIGH SCHOOL,GWR001      ,RT,PFL-35532430003,2020/02/20,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),Y,< 4.7,,70 ppt
12974016,NEDO,PORTAGE,OH6753512   ,SOUTHEAST HIGH SCHOOL,A,6757401,6634,SOUTHEAST HIGH SCHOOL,GWR001      ,RT,PFL-35532430003,2020/02/20,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 4.7,,21 ppt
12974017,NEDO,PORTAGE,OH6753512   ,SOUTHEAST HIGH SCHOOL,A,6757401,6634,SOUTHEAST HIGH SCHOOL,GWR001      ,RT,PFL-35532430003,2020/02/20,2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS),Y,< 4.7,,140 ppt
12974018,NEDO,PORTAGE,OH6753512   ,SOUTHEAST HIGH SCHOOL,A,6757401,6634,SOUTHEAST HIGH SCHOOL,GWR001      ,RT,PFL-35532430003,2020/02/20,2801,PERFLUOROBUTANESULFONIC ACID (PFBS),Y,< 4.7,,"2,100 ppt"
12974019,NEDO,PORTAGE,OH6753512   ,SOUTHEAST HIGH SCHOOL,A,6757401,6634,SOUTHEAST HIGH SCHOOL,GWR001      ,RT,PFL-35532430003,2020/02/20,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 23.6,,21 ppt
12974020,NEDO,PORTAGE,OH6753612   ,SOUTHEAST ELEMENTARY SCHOOL PWS,A,6757402,6635,SOUTHEAST ELEMENTARY SCHOOL,EP001       ,RT,PFL-35532434002,2020/02/20,2806,PERFLUOROCTANOIC ACID (PFOA),Y,< 4.7,,70 ppt
12974021,NEDO,PORTAGE,OH6753612   ,SOUTHEAST ELEMENTARY SCHOOL PWS,A,6757402,6635,SOUTHEAST ELEMENTARY SCHOOL,EP001       ,RT,PFL-35532434002,2020/02/20,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),Y,< 4.7,,70 ppt
12974022,NEDO,PORTAGE,OH6753612   ,SOUTHEAST ELEMENTARY SCHOOL PWS,A,6757402,6635,SOUTHEAST ELEMENTARY SCHOOL,EP001       ,RT,PFL-35532434002,2020/02/20,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 4.7,,21 ppt
12974023,NEDO,PORTAGE,OH6753612   ,SOUTHEAST ELEMENTARY SCHOOL PWS,A,6757402,6635,SOUTHEAST ELEMENTARY SCHOOL,EP001       ,RT,PFL-35532434002,2020/02/20,2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS),Y,< 4.7,,140 ppt
12974024,NEDO,PORTAGE,OH6753612   ,SOUTHEAST ELEMENTARY SCHOOL PWS,A,6757402,6635,SOUTHEAST ELEMENTARY SCHOOL,EP001       ,RT,PFL-35532434002,2020/02/20,2801,PERFLUOROBUTANESULFONIC ACID (PFBS),Y,< 4.7,,"2,100 ppt"
12974025,NEDO,PORTAGE,OH6753612   ,SOUTHEAST ELEMENTARY SCHOOL PWS,A,6757402,6635,SOUTHEAST ELEMENTARY SCHOOL,EP001       ,RT,PFL-35532434002,2020/02/20,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 23.7,,21 ppt
12974026,NEDO,PORTAGE,OH6753612   ,SOUTHEAST ELEMENTARY SCHOOL PWS,A,6757402,6635,SOUTHEAST ELEMENTARY SCHOOL,GWR001      ,RT,PFL-35532434003,2020/02/20,2806,PERFLUOROCTANOIC ACID (PFOA),Y,< 4.8,,70 ppt
12974027,NEDO,PORTAGE,OH6753612   ,SOUTHEAST ELEMENTARY SCHOOL PWS,A,6757402,6635,SOUTHEAST ELEMENTARY SCHOOL,GWR001      ,RT,PFL-35532434003,2020/02/20,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),Y,< 4.8,,70 ppt
12974028,NEDO,PORTAGE,OH6753612   ,SOUTHEAST ELEMENTARY SCHOOL PWS,A,6757402,6635,SOUTHEAST ELEMENTARY SCHOOL,GWR001      ,RT,PFL-35532434003,2020/02/20,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 4.8,,21 ppt
12974029,NEDO,PORTAGE,OH6753612   ,SOUTHEAST ELEMENTARY SCHOOL PWS,A,6757402,6635,SOUTHEAST ELEMENTARY SCHOOL,GWR001      ,RT,PFL-35532434003,2020/02/20,2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS),Y,< 4.8,,140 ppt
12974030,NEDO,PORTAGE,OH6753612   ,SOUTHEAST ELEMENTARY SCHOOL PWS,A,6757402,6635,SOUTHEAST ELEMENTARY SCHOOL,GWR001      ,RT,PFL-35532434003,2020/02/20,2801,PERFLUOROBUTANESULFONIC ACID (PFBS),Y,< 4.8,,"2,100 ppt"
12974031,NEDO,PORTAGE,OH6753612   ,SOUTHEAST ELEMENTARY SCHOOL PWS,A,6757402,6635,SOUTHEAST ELEMENTARY SCHOOL,GWR001      ,RT,PFL-35532434003,2020/02/20,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 23.8,,21 ppt
12974032,CDO,PICKAWAY,OH6501512   ,BUCKEYE TRAILS - L,A,6557180,6400,BUCKEYE TRAILS,GWR001      ,RT,PFL - 35570361001,2020/08/12,2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS),Y,< 5,,140 ppt
12974033,CDO,PICKAWAY,OH6501512   ,BUCKEYE TRAILS - L,A,6557180,6400,BUCKEYE TRAILS,GWR001      ,RT,PFL - 35570361001,2020/08/12,2801,PERFLUOROBUTANESULFONIC ACID (PFBS),Y,< 5,,"2,100 ppt"
12974034,CDO,PICKAWAY,OH6501512   ,BUCKEYE TRAILS - L,A,6557180,6400,BUCKEYE TRAILS,GWR001      ,RT,PFL - 35570361001,2020/08/12,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 25,,21 ppt
12974035,CDO,PICKAWAY,OH6501512   ,BUCKEYE TRAILS - L,A,6557180,6400,BUCKEYE TRAILS,GWR001      ,RT,PFL - 35570361001,2020/08/12,2806,PERFLUOROCTANOIC ACID (PFOA),Y,< 5,,70 ppt
12974036,CDO,PICKAWAY,OH6501512   ,BUCKEYE TRAILS - L,A,6557180,6400,BUCKEYE TRAILS,GWR001      ,RT,PFL - 35570361001,2020/08/12,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),Y,< 5,,70 ppt
12974037,CDO,PICKAWAY,OH6501512   ,BUCKEYE TRAILS - L,A,6557180,6400,BUCKEYE TRAILS,GWR001      ,RT,PFL - 35570361001,2020/08/12,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 5,,21 ppt
12974038,CDO,PICKAWAY,OH6501512   ,BUCKEYE TRAILS - L,A,6557180,6400,BUCKEYE TRAILS,EP001       ,RT,PFL - 35570361002,2020/08/12,2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS),Y,< 5,,140 ppt
12974039,CDO,PICKAWAY,OH6501512   ,BUCKEYE TRAILS - L,A,6557180,6400,BUCKEYE TRAILS,EP001       ,RT,PFL - 35570361002,2020/08/12,2801,PERFLUOROBUTANESULFONIC ACID (PFBS),Y,< 5,,"2,100 ppt"
12974040,CDO,PICKAWAY,OH6501512   ,BUCKEYE TRAILS - L,A,6557180,6400,BUCKEYE TRAILS,EP001       ,RT,PFL - 35570361002,2020/08/12,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 25,,21 ppt
12974041,CDO,PICKAWAY,OH6501512   ,BUCKEYE TRAILS - L,A,6557180,6400,BUCKEYE TRAILS,EP001       ,RT,PFL - 35570361002,2020/08/12,2806,PERFLUOROCTANOIC ACID (PFOA),Y,< 5,,70 ppt
12974042,CDO,PICKAWAY,OH6501512   ,BUCKEYE TRAILS - L,A,6557180,6400,BUCKEYE TRAILS,EP001       ,RT,PFL - 35570361002,2020/08/12,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),Y,< 5,,70 ppt
12974043,CDO,PICKAWAY,OH6501512   ,BUCKEYE TRAILS - L,A,6557180,6400,BUCKEYE TRAILS,EP001       ,RT,PFL - 35570361002,2020/08/12,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 5,,21 ppt
12974044,SEDO,PIKE,OH6600012   ,BEAVER  PWS,A,6657250,6476,BEAVER WTP,GWR001      ,RT,PFL-35558880001,2020/06/24,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 25,,21 ppt
12974045,SEDO,PIKE,OH6600012   ,BEAVER  PWS,A,6657250,6476,BEAVER WTP,GWR001      ,RT,PFL-35558880001,2020/06/24,2806,PERFLUOROCTANOIC ACID (PFOA),Y,< 5,,70 ppt
12974046,SEDO,PIKE,OH6600012   ,BEAVER  PWS,A,6657250,6476,BEAVER WTP,GWR001      ,RT,PFL-35558880001,2020/06/24,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),Y,< 5,,70 ppt
12974047,SEDO,PIKE,OH6600012   ,BEAVER  PWS,A,6657250,6476,BEAVER WTP,GWR001      ,RT,PFL-35558880001,2020/06/24,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 5,,21 ppt
12974048,SEDO,PIKE,OH6600012   ,BEAVER  PWS,A,6657250,6476,BEAVER WTP,GWR001      ,RT,PFL-35558880001,2020/06/24,2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS),Y,< 5,,140 ppt
12974049,SEDO,PIKE,OH6600012   ,BEAVER  PWS,A,6657250,6476,BEAVER WTP,GWR001      ,RT,PFL-35558880001,2020/06/24,2801,PERFLUOROBUTANESULFONIC ACID (PFBS),Y,< 5,,"2,100 ppt"
12974050,SEDO,PIKE,OH6600012   ,BEAVER  PWS,A,6657250,6476,BEAVER WTP,EP001       ,RT,PFL-35558880002,2020/06/24,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 25,,21 ppt
12974051,SEDO,PIKE,OH6600012   ,BEAVER  PWS,A,6657250,6476,BEAVER WTP,EP001       ,RT,PFL-35558880002,2020/06/24,2806,PERFLUOROCTANOIC ACID (PFOA),Y,< 5,,70 ppt
12974052,SEDO,PIKE,OH6600012   ,BEAVER  PWS,A,6657250,6476,BEAVER WTP,EP001       ,RT,PFL-35558880002,2020/06/24,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),Y,< 5,,70 ppt
12974053,SEDO,PIKE,OH6600012   ,BEAVER  PWS,A,6657250,6476,BEAVER WTP,EP001       ,RT,PFL-35558880002,2020/06/24,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 5,,21 ppt
12974054,SEDO,PIKE,OH6600012   ,BEAVER  PWS,A,6657250,6476,BEAVER WTP,EP001       ,RT,PFL-35558880002,2020/06/24,2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS),Y,< 5,,140 ppt
12974055,SEDO,PIKE,OH6600012   ,BEAVER  PWS,A,6657250,6476,BEAVER WTP,EP001       ,RT,PFL-35558880002,2020/06/24,2801,PERFLUOROBUTANESULFONIC ACID (PFBS),Y,< 5,,"2,100 ppt"
12974056,SEDO,PIKE,OH6600912   ,WAVERLY CITY PWS,A,6657254,6479,WAVERLY WTP,GWR001      ,RT,PFL-35558882001,2020/06/24,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 25,,21 ppt
12974057,SEDO,PIKE,OH6600912   ,WAVERLY CITY PWS,A,6657254,6479,WAVERLY WTP,GWR001      ,RT,PFL-35558882001,2020/06/24,2806,PERFLUOROCTANOIC ACID (PFOA),Y,< 5,,70 ppt
12974058,SEDO,PIKE,OH6600912   ,WAVERLY CITY PWS,A,6657254,6479,WAVERLY WTP,GWR001      ,RT,PFL-35558882001,2020/06/24,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),Y,< 5,,70 ppt
12974059,SEDO,PIKE,OH6600912   ,WAVERLY CITY PWS,A,6657254,6479,WAVERLY WTP,GWR001      ,RT,PFL-35558882001,2020/06/24,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 5,,21 ppt
12974060,SEDO,PIKE,OH6600912   ,WAVERLY CITY PWS,A,6657254,6479,WAVERLY WTP,GWR001      ,RT,PFL-35558882001,2020/06/24,2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS),Y,< 5,,140 ppt
12974061,SEDO,PIKE,OH6600912   ,WAVERLY CITY PWS,A,6657254,6479,WAVERLY WTP,GWR001      ,RT,PFL-35558882001,2020/06/24,2801,PERFLUOROBUTANESULFONIC ACID (PFBS),Y,< 5,,"2,100 ppt"
12974062,SEDO,PIKE,OH6600912   ,WAVERLY CITY PWS,A,6657254,6479,WAVERLY WTP,EP001       ,RT,PFL-35558882002,2020/06/24,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 25,,21 ppt
12974063,SEDO,PIKE,OH6600912   ,WAVERLY CITY PWS,A,6657254,6479,WAVERLY WTP,EP001       ,RT,PFL-35558882002,2020/06/24,2806,PERFLUOROCTANOIC ACID (PFOA),Y,< 5,,70 ppt
12974064,SEDO,PIKE,OH6600912   ,WAVERLY CITY PWS,A,6657254,6479,WAVERLY WTP,EP001       ,RT,PFL-35558882002,2020/06/24,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),Y,< 5,,70 ppt
12974065,SEDO,PIKE,OH6600912   ,WAVERLY CITY PWS,A,6657254,6479,WAVERLY WTP,EP001       ,RT,PFL-35558882002,2020/06/24,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 5,,21 ppt
12974066,SEDO,PIKE,OH6600912   ,WAVERLY CITY PWS,A,6657254,6479,WAVERLY WTP,EP001       ,RT,PFL-35558882002,2020/06/24,2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS),Y,< 5,,140 ppt
12974067,SEDO,PIKE,OH6600912   ,WAVERLY CITY PWS,A,6657254,6479,WAVERLY WTP,EP001       ,RT,PFL-35558882002,2020/06/24,2801,PERFLUOROBUTANESULFONIC ACID (PFBS),Y,< 5,,"2,100 ppt"
12974068,SEDO,PIKE,OH6602412   ,"PIKE WATER, INC.-PLANT PWS",A,6657259,6483,PIKE WATER INC PLANT 1,GWR001      ,RT,PFL-35559367001,2020/06/25,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 25,,21 ppt
12974069,SEDO,PIKE,OH6602412   ,"PIKE WATER, INC.-PLANT PWS",A,6657259,6483,PIKE WATER INC PLANT 1,GWR001      ,RT,PFL-35559367001,2020/06/25,2806,PERFLUOROCTANOIC ACID (PFOA),Y,< 5,,70 ppt
12974070,SEDO,PIKE,OH6602412   ,"PIKE WATER, INC.-PLANT PWS",A,6657259,6483,PIKE WATER INC PLANT 1,GWR001      ,RT,PFL-35559367001,2020/06/25,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),Y,< 5,,70 ppt
12974071,SEDO,PIKE,OH6602412   ,"PIKE WATER, INC.-PLANT PWS",A,6657259,6483,PIKE WATER INC PLANT 1,GWR001      ,RT,PFL-35559367001,2020/06/25,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 5,,21 ppt
12974072,SEDO,PIKE,OH6602412   ,"PIKE WATER, INC.-PLANT PWS",A,6657259,6483,PIKE WATER INC PLANT 1,GWR001      ,RT,PFL-35559367001,2020/06/25,2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS),Y,< 5,,140 ppt
12974073,SEDO,PIKE,OH6602412   ,"PIKE WATER, INC.-PLANT PWS",A,6657259,6483,PIKE WATER INC PLANT 1,GWR001      ,RT,PFL-35559367001,2020/06/25,2801,PERFLUOROBUTANESULFONIC ACID (PFBS),Y,< 5,,"2,100 ppt"
12974074,SEDO,PIKE,OH6602412   ,"PIKE WATER, INC.-PLANT PWS",A,6657259,6483,PIKE WATER INC PLANT 1,EP001       ,RT,PFL-35559367002,2020/06/25,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 25,,21 ppt
12974075,SEDO,PIKE,OH6602412   ,"PIKE WATER, INC.-PLANT PWS",A,6657259,6483,PIKE WATER INC PLANT 1,EP001       ,RT,PFL-35559367002,2020/06/25,2806,PERFLUOROCTANOIC ACID (PFOA),Y,< 5,,70 ppt
12974076,SEDO,PIKE,OH6602412   ,"PIKE WATER, INC.-PLANT PWS",A,6657259,6483,PIKE WATER INC PLANT 1,EP001       ,RT,PFL-35559367002,2020/06/25,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),Y,< 5,,70 ppt
12974077,SEDO,PIKE,OH6602412   ,"PIKE WATER, INC.-PLANT PWS",A,6657259,6483,PIKE WATER INC PLANT 1,EP001       ,RT,PFL-35559367002,2020/06/25,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 5,,21 ppt
12974078,SEDO,PIKE,OH6602412   ,"PIKE WATER, INC.-PLANT PWS",A,6657259,6483,PIKE WATER INC PLANT 1,EP001       ,RT,PFL-35559367002,2020/06/25,2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS),Y,< 5,,140 ppt
12974079,SEDO,PIKE,OH6602412   ,"PIKE WATER, INC.-PLANT PWS",A,6657259,6483,PIKE WATER INC PLANT 1,EP001       ,RT,PFL-35559367002,2020/06/25,2801,PERFLUOROBUTANESULFONIC ACID (PFBS),Y,< 5,,"2,100 ppt"
12974080,SEDO,PIKE,OH6600712   ,PIKETON VILLAGE PWS,A,6657253,6478,PIKETON VILLAGE,EP001       ,RT,PFL-35559371001,2020/06/25,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 25,,21 ppt
12974081,SEDO,PIKE,OH6600712   ,PIKETON VILLAGE PWS,A,6657253,6478,PIKETON VILLAGE,EP001       ,RT,PFL-35559371001,2020/06/25,2806,PERFLUOROCTANOIC ACID (PFOA),Y,< 5,,70 ppt
